timestamp_s,prompt_length,max_new_tokens,second,index_in_second
65.785,65,80,65,15
65.896,57,80,65,16
66.011,7,80,66,0
66.022,117,80,66,1
66.045,82,80,66,2
66.067,96,80,66,3
66.079,108,80,66,4
66.168,136,80,66,5
66.201,70,80,66,6
66.224,143,80,66,7
66.269,72,80,66,8
66.28,116,80,66,9
66.37,84,80,66,10
66.392,56,80,66,11
66.537,121,80,66,12
66.549,9,80,66,13
66.582,101,80,66,14
66.594,79,80,66,15
66.605,67,80,66,16
66.672,86,80,66,17
66.684,62,80,66,18
66.717,73,80,66,19
66.751,85,80,66,20
66.785,99,80,66,21
66.807,19,80,66,22
66.874,18,80,66,23
66.896,13,80,66,24
66.907,78,80,66,25
66.919,83,80,66,26
67.056,59,80,67,0
67.079,103,80,67,1
67.124,85,80,67,2
67.179,73,80,67,3
67.314,17,80,67,4
67.415,128,80,67,5
67.449,110,80,67,6
67.482,91,80,67,7
67.549,70,80,67,8
67.56,100,80,67,9
67.616,45,80,67,10
67.684,79,80,67,11
67.74,57,80,67,12
67.762,56,80,67,13
67.773,21,80,67,14
67.785,91,80,67,15
67.807,37,80,67,16
67.818,98,80,67,17
67.852,66,80,67,18
67.863,56,80,67,19
67.885,94,80,67,20
68.012,57,80,68,0
68.035,56,80,68,1
68.083,21,80,68,2
68.131,170,80,68,3
68.155,61,80,68,4
68.226,67,80,68,5
68.296,78,80,68,6
68.38,115,80,68,7
68.416,92,80,68,8
68.428,108,80,68,9
68.463,82,80,68,10
68.475,85,80,68,11
68.487,78,80,68,12
68.498,86,80,68,13
68.522,55,80,68,14
68.593,77,80,68,15
68.617,72,80,68,16
68.629,43,80,68,17
68.677,118,80,68,18
68.748,96,80,68,19
68.818,37,80,68,20
68.902,75,80,68,21
69.119,94,80,69,0
69.19,85,80,69,1
69.202,48,80,69,2
69.214,72,80,69,3
69.226,67,80,69,4
69.296,99,80,69,5
69.356,90,80,69,6
69.368,41,80,69,7
69.404,98,80,69,8
69.416,72,80,69,9
69.44,82,80,69,10
69.487,153,80,69,11
69.498,106,80,69,12
69.51,143,80,69,13
69.641,95,80,69,14
69.665,135,80,69,15
69.689,61,80,69,16
69.701,95,80,69,17
69.724,134,80,69,18
69.807,61,80,69,19
69.83,120,80,69,20
69.842,100,80,69,21
69.89,94,80,69,22
69.926,45,80,69,23
69.938,85,80,69,24
70.076,107,80,70,0
70.088,69,80,70,1
70.24,68,80,70,2
70.278,83,80,70,3
70.303,55,80,70,4
70.366,59,80,70,5
70.404,77,80,70,6
70.416,112,80,70,7
70.429,50,80,70,8
70.442,61,80,70,9
70.492,114,80,70,10
70.504,63,80,70,11
70.542,58,80,70,12
70.58,56,80,70,13
70.605,42,80,70,14
70.618,77,80,70,15
70.669,118,80,70,16
70.681,96,80,70,17
70.694,142,80,70,18
70.706,138,80,70,19
70.757,96,80,70,20
70.795,134,80,70,21
70.896,121,80,70,22
71.076,74,80,71,0
71.101,57,80,71,1
71.189,119,80,71,2
71.227,72,80,71,3
71.278,44,80,71,4
71.303,118,80,71,5
71.315,61,80,71,6
71.391,108,80,71,7
71.404,98,80,71,8
71.467,60,80,71,9
71.492,87,80,71,10
71.504,108,80,71,11
71.631,74,80,71,12
71.681,34,80,71,13
71.769,60,80,71,14
71.795,97,80,71,15
71.807,66,80,71,16
71.82,109,80,71,17
71.871,68,80,71,18
71.883,46,80,71,19
71.933,80,80,71,20
72.04,86,80,72,0
72.054,44,80,72,1
72.121,74,80,72,2
72.148,13,80,72,3
72.242,59,80,72,4
72.269,57,80,72,5
72.323,56,80,72,6
72.35,86,80,72,7
72.431,129,80,72,8
72.525,102,80,72,9
72.538,31,80,72,10
72.592,148,80,72,11
72.605,72,80,72,12
72.673,64,80,72,13
72.794,88,80,72,14
72.875,68,80,72,15
72.888,69,80,72,16
73.027,116,80,73,0
73.04,1,80,73,1
73.067,37,80,73,2
73.08,20,80,73,3
73.094,59,80,73,4
73.108,109,80,73,5
73.148,23,80,73,6
73.256,73,80,73,7
73.269,95,80,73,8
73.31,65,80,73,9
73.336,63,80,73,10
73.363,101,80,73,11
73.377,86,80,73,12
73.39,120,80,73,13
73.404,71,80,73,14
73.458,114,80,73,15
73.485,50,80,73,16
73.511,79,80,73,17
73.538,61,80,73,18
73.551,53,80,73,19
73.578,49,80,73,20
73.633,74,80,73,21
73.821,88,80,73,22
73.834,113,80,73,23
73.848,106,80,73,24
73.875,35,80,73,25
74.013,88,80,74,0
74.148,35,80,74,1
74.202,52,80,74,2
74.215,65,80,74,3
74.323,119,80,74,4
74.458,118,80,74,5
74.498,71,80,74,6
74.619,113,80,74,7
74.7,121,80,74,8
74.727,54,80,74,9
74.767,67,80,74,10
74.808,109,80,74,11
74.821,93,80,74,12
74.848,107,80,74,13
74.875,86,80,74,14
74.902,72,80,74,15
74.915,90,80,74,16
75.043,114,80,75,0
75.058,72,80,75,1
75.072,83,80,75,2
75.101,119,80,75,3
75.115,86,80,75,4
75.144,92,80,75,5
75.159,116,80,75,6
75.245,101,80,75,7
75.303,93,80,75,8
75.347,116,80,75,9
75.39,49,80,75,10
75.448,128,80,75,11
75.519,136,80,75,12
75.548,134,80,75,13
75.562,40,80,75,14
75.576,62,80,75,15
75.605,107,80,75,16
75.62,86,80,75,17
75.649,27,80,75,18
75.678,88,80,75,19
75.692,50,80,75,20
75.721,46,80,75,21
75.793,81,80,75,22
75.808,131,80,75,23
75.822,93,80,75,24
75.851,134,80,75,25
76.029,77,80,76,0
76.101,71,80,76,1
76.13,9,80,76,2
76.318,29,80,76,3
76.39,129,80,76,4
76.419,60,80,76,5
76.562,144,80,76,6
76.576,96,80,76,7
76.605,102,80,76,8
76.706,94,80,76,9
76.822,80,80,76,10
76.836,111,80,76,11
76.851,50,80,76,12
76.865,81,80,76,13
76.894,106,80,76,14
77.077,113,80,77,0
77.14,75,80,77,1
77.264,52,80,77,2
77.342,31,80,77,3
77.451,106,80,77,4
77.497,100,80,77,5
77.606,119,80,77,6
77.777,82,80,77,7
77.886,73,80,77,8
78.062,57,80,78,0
78.218,104,80,78,1
78.264,104,80,78,2
78.295,27,80,78,3
78.326,60,80,78,4
78.342,48,80,78,5
78.42,96,80,78,6
78.451,61,80,78,7
78.513,93,80,78,8
78.559,97,80,78,9
78.575,48,80,78,10
78.637,124,80,78,11
78.886,66,80,78,12
79.152,64,80,79,0
79.185,86,80,79,1
79.253,89,80,79,2
79.32,135,80,79,3
79.455,90,80,79,4
79.488,105,80,79,5
79.522,102,80,79,6
79.555,15,80,79,7
79.589,120,80,79,8
79.623,48,80,79,9
79.639,83,80,79,10
79.707,84,80,79,11
79.842,60,80,79,12
79.858,103,80,79,13
79.875,69,80,79,14
79.892,60,80,79,15
80.101,151,80,80,0
80.185,104,80,80,1
80.202,99,80,80,2
80.219,65,80,80,3
80.337,75,80,80,4
80.371,102,80,80,5
80.388,79,80,80,6
80.404,63,80,80,7
80.472,53,80,80,8
80.522,132,80,80,9
80.572,66,80,80,10
80.589,57,80,80,11
80.606,52,80,80,12
80.639,150,80,80,13
80.656,96,80,80,14
80.673,44,80,80,15
80.69,11,80,80,16
80.757,47,80,80,17
80.808,71,80,80,18
80.825,130,80,80,19
81.018,151,80,81,0
81.055,99,80,81,1
81.129,35,80,81,2
81.184,46,80,81,3
81.349,74,80,81,4
81.661,115,80,81,5
81.845,106,80,81,6
82.0,108,80,82,0
82.11,140,80,82,1
82.276,49,80,82,2
82.404,114,80,82,3
82.459,57,80,82,4
82.551,75,80,82,5
82.606,117,80,82,6
82.753,101,80,82,7
82.771,44,80,82,8
82.845,54,80,82,9
82.863,108,80,82,10
82.9,90,80,82,11
83.04,143,80,83,0
83.061,86,80,83,1
83.202,65,80,83,2
83.283,86,80,83,3
83.383,77,80,83,4
83.464,107,80,83,5
83.627,97,80,83,6
84.061,73,80,84,0
84.202,74,80,84,1
84.222,18,80,84,2
84.242,56,80,84,3
84.383,87,80,84,4
84.424,77,80,84,5
84.444,109,80,84,6
84.464,98,80,84,7
84.485,103,80,84,8
84.505,89,80,84,9
84.525,56,80,84,10
84.627,71,80,84,11
84.667,142,80,84,12
84.728,125,80,84,13
85.222,63,80,85,0
85.262,20,80,85,1
85.323,107,80,85,2
85.505,105,80,85,3
85.667,30,80,85,4
85.707,59,80,85,5
85.788,64,80,85,6
86.022,83,80,86,0
86.112,74,80,86,1
86.224,79,80,86,2
86.337,84,80,86,3
86.381,64,80,86,4
86.538,71,80,86,5
86.628,94,80,86,6
87.157,96,80,87,0
87.202,89,80,87,1
87.224,81,80,87,2
87.337,106,80,87,3
87.359,76,80,87,4
87.404,67,80,87,5
87.471,72,80,87,6
87.538,119,80,87,7
87.561,155,80,87,8
87.606,97,80,87,9
87.651,61,80,87,10
87.696,47,80,87,11
87.853,50,80,87,12
88.101,84,80,88,0
88.202,95,80,88,1
88.278,115,80,88,2
88.429,127,80,88,3
88.454,86,80,88,4
88.832,107,80,88,5
89.151,81,80,89,0
89.252,82,80,89,1
89.454,47,80,89,2
89.504,170,80,89,3
89.605,103,80,89,4
89.781,58,80,89,5
89.807,48,80,89,6
90.252,70,80,90,0
90.554,45,80,90,1
91.0,63,80,91,0
91.101,59,80,91,1
91.404,40,80,91,2
91.529,58,80,91,3
91.655,77,80,91,4
91.781,122,80,91,5
91.832,45,80,91,6
92.0,86,80,92,0
92.076,81,80,92,1
92.126,78,80,92,2
92.151,45,80,92,3
92.252,39,80,92,4
92.328,140,80,92,5
92.379,73,80,92,6
92.404,118,80,92,7
92.554,106,80,92,8
92.706,51,80,92,9
93.0,64,80,93,0
93.025,78,80,93,1
93.05,59,80,93,2
93.177,33,80,93,3
93.404,33,80,93,4
93.579,55,80,93,5
93.832,79,80,93,6
94.025,69,80,94,0
94.05,64,80,94,1
94.151,59,80,94,2
94.177,73,80,94,3
94.278,75,80,94,4
94.379,128,80,94,5
94.429,58,80,94,6
94.479,128,80,94,7
94.605,138,80,94,8
94.731,78,80,94,9
95.05,59,80,95,0
95.151,91,80,95,1
95.278,132,80,95,2
95.379,71,80,95,3
95.479,20,80,95,4
95.605,124,80,95,5
95.731,69,80,95,6
95.807,103,80,95,7
95.857,94,80,95,8
96.076,81,80,96,0
96.202,79,80,96,1
96.252,85,80,96,2
96.655,67,80,96,3
96.807,88,80,96,4
96.857,80,80,96,5
97.025,76,80,97,0
97.126,115,80,97,1
97.252,111,80,97,2
97.429,16,80,97,3
97.756,88,80,97,4
97.781,82,80,97,5
98.101,36,80,98,0
98.151,15,80,98,1
98.278,81,80,98,2
98.353,83,80,98,3
98.605,85,80,98,4
98.655,92,80,98,5
98.68,87,80,98,6
98.756,87,80,98,7
98.832,67,80,98,8
99.05,38,80,99,0
99.177,60,80,99,1
99.202,55,80,99,2
99.379,102,80,99,3
99.504,76,80,99,4
99.706,131,80,99,5
100.05,105,80,100,0
100.151,78,80,100,1
100.177,103,80,100,2
100.202,9,80,100,3
100.252,115,80,100,4
100.353,124,80,100,5
100.379,62,80,100,6
100.429,52,80,100,7
100.454,117,80,100,8
100.529,63,80,100,9
100.605,90,80,100,10
100.63,93,80,100,11
100.706,68,80,100,12
100.807,60,80,100,13
101.0,79,80,101,0
101.076,90,80,101,1
101.202,77,80,101,2
101.227,72,80,101,3
101.328,66,80,101,4
101.454,29,80,101,5
101.529,83,80,101,6
101.68,60,80,101,7
101.857,88,80,101,8
102.151,73,80,102,0
102.177,42,80,102,1
102.202,43,80,102,2
102.303,71,80,102,3
102.379,79,80,102,4
102.429,63,80,102,5
102.579,148,80,102,6
102.807,98,80,102,7
103.076,61,80,103,0
103.101,79,80,103,1
103.126,35,80,103,2
103.177,100,80,103,3
103.227,60,80,103,4
103.479,29,80,103,5
103.504,83,80,103,6
103.605,68,80,103,7
103.807,103,80,103,8
104.0,120,80,104,0
104.025,107,80,104,1
104.126,80,80,104,2
104.429,72,80,104,3
104.655,76,80,104,4
104.807,59,80,104,5
105.227,127,80,105,0
105.278,73,80,105,1
105.303,114,80,105,2
105.328,71,80,105,3
105.554,36,80,105,4
105.605,72,80,105,5
105.655,108,80,105,6
105.756,89,80,105,7
105.807,99,80,105,8
106.076,79,80,106,0
106.177,43,80,106,1
106.353,1,80,106,2
106.379,48,80,106,3
106.504,109,80,106,4
106.579,84,80,106,5
106.68,108,80,106,6
106.756,47,80,106,7
107.05,68,80,107,0
107.101,91,80,107,1
107.126,75,80,107,2
107.202,70,80,107,3
107.227,112,80,107,4
107.278,88,80,107,5
107.328,74,80,107,6
107.504,102,80,107,7
107.756,52,80,107,8
108.076,84,80,108,0
108.101,106,80,108,1
108.151,82,80,108,2
108.227,78,80,108,3
108.278,86,80,108,4
108.303,45,80,108,5
108.353,82,80,108,6
108.454,61,80,108,7
108.479,70,80,108,8
108.504,84,80,108,9
108.655,20,80,108,10
108.832,32,80,108,11
109.025,103,80,109,0
109.05,108,80,109,1
109.126,126,80,109,2
109.151,45,80,109,3
109.177,49,80,109,4
109.227,67,80,109,5
109.278,74,80,109,6
109.328,111,80,109,7
109.404,49,80,109,8
109.504,91,80,109,9
109.579,82,80,109,10
109.63,69,80,109,11
109.781,75,80,109,12
109.857,97,80,109,13
110.0,87,80,110,0
110.05,119,80,110,1
110.101,22,80,110,2
110.177,98,80,110,3
110.252,41,80,110,4
110.303,92,80,110,5
110.328,91,80,110,6
110.353,82,80,110,7
110.504,82,80,110,8
110.579,102,80,110,9
110.756,75,80,110,10
111.151,105,80,111,0
111.278,90,80,111,1
111.353,47,80,111,2
111.429,80,80,111,3
111.807,70,80,111,4
112.126,11,80,112,0
112.177,41,80,112,1
112.278,38,80,112,2
112.303,150,80,112,3
112.479,100,80,112,4
112.554,79,80,112,5
112.63,62,80,112,6
112.655,46,80,112,7
112.781,9,80,112,8
112.832,16,80,112,9
113.126,62,80,113,0
113.605,143,80,113,1
113.63,52,80,113,2
113.68,8,80,113,3
113.731,100,80,113,4
114.076,91,80,114,0
114.202,128,80,114,1
114.252,43,80,114,2
114.278,107,80,114,3
114.303,43,80,114,4
114.353,87,80,114,5
114.379,72,80,114,6
114.554,61,80,114,7
114.579,59,80,114,8
115.126,39,80,115,0
115.379,77,80,115,1
115.429,113,80,115,2
115.68,44,80,115,3
116.076,74,80,116,0
116.177,37,80,116,1
116.202,59,80,116,2
116.227,54,80,116,3
116.278,90,80,116,4
116.579,53,80,116,5
116.605,80,80,116,6
116.781,66,80,116,7
117.076,80,80,117,0
117.101,90,80,117,1
117.202,60,80,117,2
117.227,69,80,117,3
117.252,99,80,117,4
117.278,90,80,117,5
117.429,87,80,117,6
117.605,31,80,117,7
117.63,71,80,117,8
117.655,83,80,117,9
117.706,47,80,117,10
118.101,90,80,118,0
118.126,105,80,118,1
118.504,90,80,118,2
118.529,65,80,118,3
118.756,55,80,118,4
118.807,91,80,118,5
119.05,56,80,119,0
119.101,107,80,119,1
119.151,79,80,119,2
119.177,68,80,119,3
119.278,34,80,119,4
119.328,65,80,119,5
119.379,83,80,119,6
119.504,96,80,119,7
119.554,18,80,119,8
119.605,92,80,119,9
119.63,84,80,119,10
119.655,42,80,119,11
119.731,49,80,119,12
119.807,144,80,119,13
120.0,71,80,120,0
120.227,54,80,120,1
120.252,33,80,120,2
120.429,86,80,120,3
120.554,109,80,120,4
120.781,46,80,120,5
121.126,78,80,121,0
121.151,102,80,121,1
121.227,70,80,121,2
121.252,52,80,121,3
121.278,85,80,121,4
121.353,124,80,121,5
121.454,53,80,121,6
121.479,105,80,121,7
121.857,121,80,121,8
122.076,124,80,122,0
122.151,66,80,122,1
122.177,42,80,122,2
122.202,91,80,122,3
122.227,72,80,122,4
122.252,50,80,122,5
122.278,107,80,122,6
122.379,103,80,122,7
122.554,119,80,122,8
122.579,92,80,122,9
122.68,44,80,122,10
122.832,76,80,122,11
123.0,21,80,123,0
123.101,92,80,123,1
123.151,103,80,123,2
123.202,79,80,123,3
123.429,19,80,123,4
123.529,94,80,123,5
123.63,83,80,123,6
123.706,53,80,123,7
123.832,101,80,123,8
124.151,80,80,124,0
124.177,128,80,124,1
124.202,82,80,124,2
124.554,139,80,124,3
124.68,97,80,124,4
124.706,79,80,124,5
124.731,72,80,124,6
124.807,94,80,124,7
125.177,62,80,125,0
125.227,117,80,125,1
125.252,74,80,125,2
125.404,58,80,125,3
125.429,18,80,125,4
125.554,71,80,125,5
125.655,74,80,125,6
125.706,119,80,125,7
125.807,53,80,125,8
126.05,115,80,126,0
126.076,88,80,126,1
126.379,136,80,126,2
126.504,61,80,126,3
126.605,21,80,126,4
126.68,54,80,126,5
127.05,104,80,127,0
127.202,62,80,127,1
127.278,121,80,127,2
127.529,104,80,127,3
127.579,69,80,127,4
127.605,57,80,127,5
127.756,85,80,127,6
127.807,67,80,127,7
128.025,107,80,128,0
128.101,14,80,128,1
128.227,54,80,128,2
128.429,73,80,128,3
128.504,67,80,128,4
128.605,65,80,128,5
129.05,106,80,129,0
129.076,95,80,129,1
129.151,65,80,129,2
129.177,99,80,129,3
129.278,102,80,129,4
129.353,36,80,129,5
129.404,93,80,129,6
129.706,55,80,129,7
129.731,59,80,129,8
129.781,23,80,129,9
129.832,63,80,129,10
129.857,116,80,129,11
130.0,129,80,130,0
130.076,137,80,130,1
130.101,45,80,130,2
130.151,70,80,130,3
130.202,109,80,130,4
130.252,13,80,130,5
130.404,57,80,130,6
130.504,141,80,130,7
130.529,100,80,130,8
130.68,72,80,130,9
131.252,74,80,131,0
131.278,47,80,131,1
131.303,98,80,131,2
131.479,45,80,131,3
131.529,72,80,131,4
131.605,79,80,131,5
131.832,104,80,131,6
132.0,89,80,132,0
132.227,71,80,132,1
132.404,70,80,132,2
132.429,96,80,132,3
132.454,86,80,132,4
132.706,76,80,132,5
132.857,96,80,132,6
133.101,64,80,133,0
133.303,64,80,133,1
133.529,126,80,133,2
133.781,133,80,133,3
134.025,87,80,134,0
134.076,108,80,134,1
134.252,45,80,134,2
134.353,54,80,134,3
134.429,92,80,134,4
134.504,20,80,134,5
134.529,58,80,134,6
134.579,123,80,134,7
134.68,65,80,134,8
134.731,69,80,134,9
134.832,95,80,134,10
135.05,48,80,135,0
135.202,66,80,135,1
135.353,85,80,135,2
135.429,139,80,135,3
136.05,57,80,136,0
136.151,63,80,136,1
136.177,115,80,136,2
136.252,15,80,136,3
136.303,96,80,136,4
136.504,11,80,136,5
136.554,78,80,136,6
136.579,58,80,136,7
136.857,57,80,136,8
137.126,128,80,137,0
137.151,80,80,137,1
137.227,113,80,137,2
137.328,117,80,137,3
137.404,50,80,137,4
137.529,45,80,137,5
138.025,106,80,138,0
138.101,103,80,138,1
138.227,112,80,138,2
138.353,78,80,138,3
138.454,113,80,138,4
138.479,49,80,138,5
138.756,42,80,138,6
138.807,82,80,138,7
138.857,56,80,138,8
139.025,127,80,139,0
139.076,92,80,139,1
139.126,52,80,139,2
139.202,54,80,139,3
139.379,109,80,139,4
139.479,127,80,139,5
139.781,58,80,139,6
140.025,64,80,140,0
140.05,71,80,140,1
140.227,68,80,140,2
140.252,87,80,140,3
140.278,70,80,140,4
140.303,29,80,140,5
140.454,91,80,140,6
140.504,68,80,140,7
140.529,48,80,140,8
140.731,97,80,140,9
140.781,83,80,140,10
140.832,65,80,140,11
141.0,25,80,141,0
141.101,94,80,141,1
141.126,87,80,141,2
141.177,79,80,141,3
141.404,71,80,141,4
141.579,74,80,141,5
141.605,32,80,141,6
141.756,94,80,141,7
142.086,93,80,142,0
142.115,63,80,142,1
142.144,35,80,142,2
142.173,66,80,142,3
142.23,135,80,142,4
142.46,42,80,142,5
142.488,125,80,142,6
142.517,51,80,142,7
142.719,81,80,142,8
143.029,87,80,143,0
143.115,60,80,143,1
143.23,57,80,143,2
143.546,34,80,143,3
143.632,55,80,143,4
143.69,95,80,143,5
143.747,72,80,143,6
144.0,84,80,144,0
144.058,60,80,144,1
144.115,89,80,144,2
144.173,53,80,144,3
144.23,117,80,144,4
144.287,85,80,144,5
144.373,59,80,144,6
144.402,113,80,144,7
144.46,64,80,144,8
144.488,106,80,144,9
144.517,63,80,144,10
144.776,52,80,144,11
144.804,73,80,144,12
144.833,97,80,144,13
145.144,81,80,145,0
145.173,140,80,145,1
145.316,2,80,145,2
145.517,48,80,145,3
145.546,125,80,145,4
145.69,74,80,145,5
145.719,64,80,145,6
146.086,47,80,146,0
146.23,116,80,146,1
146.345,77,80,146,2
146.719,91,80,146,3
146.804,74,80,146,4
147.115,82,80,147,0
147.23,71,80,147,1
147.488,74,80,147,2
147.69,63,80,147,3
147.747,80,80,147,4
147.804,51,80,147,5
148.632,98,80,148,0
148.719,106,80,148,1
148.804,73,80,148,2
149.029,110,80,149,0
149.058,41,80,149,1
149.287,86,80,149,2
149.46,64,80,149,3
149.575,71,80,149,4
149.804,125,80,149,5
150.173,85,80,150,0
150.259,63,80,150,1
150.287,107,80,150,2
150.345,12,80,150,3
150.402,66,80,150,4
150.517,82,80,150,5
150.69,52,80,150,6
150.747,92,80,150,7
151.058,89,80,151,0
151.173,36,80,151,1
151.316,107,80,151,2
151.373,20,80,151,3
151.488,95,80,151,4
151.69,101,80,151,5
152.23,92,80,152,0
152.345,96,80,152,1
152.373,44,80,152,2
152.661,56,80,152,3
152.69,88,80,152,4
152.804,73,80,152,5
153.1,112,80,153,0
153.433,121,80,153,1
153.533,87,80,153,2
153.7,66,80,153,3
153.733,12,80,153,4
154.0,69,80,154,0
154.4,70,80,154,1
155.233,111,80,155,0
155.667,115,80,155,1
156.033,111,80,156,0
156.067,133,80,156,1
156.133,62,80,156,2
156.267,58,80,156,3
156.3,60,80,156,4
156.433,102,80,156,5
156.467,67,80,156,6
156.633,55,80,156,7
156.8,86,80,156,8
157.0,37,80,157,0
157.158,90,80,157,1
157.276,100,80,157,2
157.553,83,80,157,3
157.632,38,80,157,4
